OrderID,OrderDate,CustomerID,ProductID,RegionID,Quantity,Revenue,Cost
ORD-00726,2024-11-13,CUST-002,PROD-008,2,1,216.05,99.59
ORD-00727,2024-06-08,CUST-017,PROD-013,3,5,2052.67,1182.2
ORD-00728,2025-10-27,CUST-044,PROD-008,10,1,207.38,110.17
ORD-00729,2024-09-01,CUST-033,PROD-019,10,1,316.95,214.7
ORD-00730,2024-04-28,CUST-048,PROD-017,7,4,1815.36,756.11
ORD-00731,2025-11-13,CUST-047,PROD-003,9,2,631.16,386.5
ORD-00732,2025-12-19,CUST-041,PROD-011,2,1,80.39,55.14
ORD-00733,2025-06-19,CUST-030,PROD-006,7,5,1611.26,992.91
ORD-00734,2024-06-19,CUST-013,PROD-006,10,3,846.7,537.09
ORD-00735,2024-10-02,CUST-001,PROD-002,7,1,125.85,51.45
ORD-00736,2025-03-15,CUST-025,PROD-016,10,3,845.51,404.9
ORD-00737,2025-08-13,CUST-027,PROD-018,2,1,104.14,57.61
ORD-00738,2024-02-26,CUST-024,PROD-009,6,4,627.3,282.33
ORD-00739,2024-06-10,CUST-042,PROD-005,5,3,176.9,118.22
ORD-00740,2025-11-21,CUST-022,PROD-018,8,1,98.56,54.47
ORD-00741,2024-02-15,CUST-036,PROD-019,8,1,316.96,171.64
ORD-00742,2025-01-27,CUST-015,PROD-018,4,2,195.06,134.22
ORD-00743,2024-02-06,CUST-012,PROD-009,4,5,775.9,476.56
ORD-00744,2025-11-02,CUST-029,PROD-018,9,4,393.91,186.9
ORD-00745,2026-01-07,CUST-005,PROD-018,7,3,298.36,126.32
ORD-00746,2025-01-16,CUST-012,PROD-004,7,1,299.46,200.81
ORD-00747,2024-07-02,CUST-020,PROD-005,1,2,118.63,82.38
ORD-00748,2025-02-14,CUST-017,PROD-016,9,1,301.65,199.03
ORD-00749,2024-11-14,CUST-004,PROD-012,10,3,152.59,81.94
ORD-00750,2025-01-12,CUST-011,PROD-014,8,2,777.18,493.78
ORD-00751,2025-09-29,CUST-041,PROD-003,1,2,678.23,391.68
ORD-00752,2025-05-20,CUST-030,PROD-018,2,2,218.13,123.02
ORD-00753,2024-09-08,CUST-034,PROD-012,5,2,99.95,52.27
ORD-00754,2024-08-26,CUST-036,PROD-001,3,5,107.88,70.32
ORD-00755,2024-01-10,CUST-035,PROD-020,4,3,1158.97,692.13
ORD-00756,2026-01-14,CUST-027,PROD-019,10,3,922.69,515.73
ORD-00757,2024-08-31,CUST-005,PROD-018,7,4,416.22,173.97
ORD-00758,2024-05-25,CUST-005,PROD-019,6,3,920.5,622.61
ORD-00759,2025-06-16,CUST-041,PROD-011,2,4,358.57,183.5
ORD-00760,2024-03-27,CUST-024,PROD-002,8,5,548.57,241.4
ORD-00761,2025-02-07,CUST-010,PROD-007,5,1,367.48,153.86
ORD-00762,2025-11-09,CUST-035,PROD-005,10,2,105.93,50.67
ORD-00763,2024-11-18,CUST-001,PROD-019,10,4,1389.72,862.47
ORD-00764,2024-11-21,CUST-026,PROD-005,10,4,213.44,90.16
ORD-00765,2024-07-26,CUST-049,PROD-014,9,2,856.38,492.77
ORD-00766,2024-06-08,CUST-038,PROD-003,1,1,318.65,172.01
ORD-00767,2025-02-20,CUST-008,PROD-020,5,1,432.19,297.95
ORD-00768,2024-07-31,CUST-034,PROD-020,3,4,1650.63,791.48
ORD-00769,2024-05-02,CUST-047,PROD-008,6,1,200.8,121.65
ORD-00770,2025-12-22,CUST-004,PROD-012,7,5,251.76,163.84
ORD-00771,2024-12-01,CUST-017,PROD-006,4,2,560.11,265.75
ORD-00772,2024-12-30,CUST-034,PROD-017,9,4,1780.26,1073.77
ORD-00773,2024-09-23,CUST-010,PROD-009,5,2,265.18,138.24
ORD-00774,2025-04-08,CUST-049,PROD-011,7,5,452.28,214.81
ORD-00775,2025-04-18,CUST-031,PROD-013,4,1,451.12,199.37
ORD-00776,2024-01-13,CUST-031,PROD-010,2,1,375.35,260.78
ORD-00777,2024-05-13,CUST-020,PROD-004,3,2,637.44,326.16
ORD-00778,2025-10-07,CUST-024,PROD-016,10,1,285.12,136.19
ORD-00779,2024-03-17,CUST-010,PROD-016,10,1,308.39,141.65
ORD-00780,2025-10-23,CUST-003,PROD-003,10,4,1450.84,620.37
ORD-00781,2024-12-05,CUST-012,PROD-020,6,1,389.86,209.86
ORD-00782,2024-06-21,CUST-048,PROD-009,6,5,721.77,445.57
ORD-00783,2025-05-23,CUST-033,PROD-006,7,1,297.84,157.26
ORD-00784,2024-12-28,CUST-028,PROD-020,2,2,928.3,447.9
ORD-00785,2025-04-01,CUST-040,PROD-016,2,2,508.79,298.03
ORD-00786,2024-09-08,CUST-016,PROD-020,6,3,1287.04,855.67
ORD-00787,2025-05-05,CUST-025,PROD-002,2,1,109.53,56.4
ORD-00788,2025-03-05,CUST-041,PROD-017,6,2,913.07,583.6
ORD-00789,2024-09-12,CUST-035,PROD-008,4,5,1141.36,795.32
ORD-00790,2025-12-31,CUST-024,PROD-019,6,3,997.99,633.16
ORD-00791,2024-12-18,CUST-007,PROD-020,3,5,2146.58,1108.74
ORD-00792,2024-07-03,CUST-032,PROD-006,3,1,293.94,136.89
ORD-00793,2024-10-14,CUST-017,PROD-002,6,1,126.74,68.63
ORD-00794,2025-01-01,CUST-025,PROD-006,8,5,1677.32,1161.03
ORD-00795,2024-04-12,CUST-018,PROD-007,8,2,744.34,357.25
ORD-00796,2024-02-27,CUST-001,PROD-017,2,2,901.18,626.14
ORD-00797,2025-02-01,CUST-035,PROD-004,8,3,976.18,680.85
ORD-00798,2024-06-26,CUST-034,PROD-020,3,2,813.0,402.76
ORD-00799,2025-12-15,CUST-013,PROD-002,7,3,387.76,158.39
ORD-00800,2025-12-18,CUST-028,PROD-008,5,3,704.57,400.96
ORD-00801,2025-07-30,CUST-027,PROD-001,10,2,47.52,30.56
ORD-00802,2025-05-19,CUST-039,PROD-012,7,5,266.66,145.9
ORD-00803,2024-04-02,CUST-022,PROD-005,10,1,52.92,24.64
ORD-00804,2025-06-23,CUST-021,PROD-014,3,4,1459.99,986.03
ORD-00805,2024-07-25,CUST-049,PROD-017,3,2,859.47,389.54
ORD-00806,2024-11-27,CUST-032,PROD-017,4,1,401.43,231.22
ORD-00807,2024-05-25,CUST-040,PROD-005,8,1,59.78,39.35
ORD-00808,2024-03-15,CUST-041,PROD-016,5,3,875.92,524.36
ORD-00809,2025-08-23,CUST-031,PROD-015,3,1,263.83,131.07
ORD-00810,2024-06-10,CUST-035,PROD-014,2,4,1716.63,1181.38
ORD-00811,2025-10-26,CUST-036,PROD-008,3,3,604.54,417.51
ORD-00812,2025-12-11,CUST-038,PROD-006,3,5,1612.48,752.98
ORD-00813,2025-08-26,CUST-008,PROD-020,4,2,837.35,519.32
ORD-00814,2024-10-28,CUST-015,PROD-019,5,2,624.98,250.33
ORD-00815,2025-12-19,CUST-007,PROD-014,1,5,1983.5,1385.05
ORD-00816,2025-08-04,CUST-036,PROD-017,1,1,415.65,205.94
ORD-00817,2025-09-18,CUST-048,PROD-002,6,2,245.41,105.83
ORD-00818,2025-05-23,CUST-040,PROD-008,4,2,416.56,176.35
ORD-00819,2024-12-21,CUST-015,PROD-016,4,3,785.61,522.9
ORD-00820,2024-03-31,CUST-022,PROD-001,10,3,66.07,31.68
ORD-00821,2024-09-12,CUST-044,PROD-016,3,1,272.11,173.09
ORD-00822,2026-01-07,CUST-028,PROD-007,9,1,328.24,174.45
ORD-00823,2025-03-05,CUST-014,PROD-003,5,2,735.7,403.11
ORD-00824,2025-01-22,CUST-028,PROD-005,9,3,169.27,72.86
ORD-00825,2025-05-05,CUST-014,PROD-008,9,5,1110.34,673.03
ORD-00826,2024-06-15,CUST-008,PROD-006,1,4,1115.95,729.53
ORD-00827,2024-10-28,CUST-023,PROD-010,7,1,339.32,232.6
ORD-00828,2024-03-16,CUST-022,PROD-003,10,3,957.13,490.66
ORD-00829,2026-01-19,CUST-028,PROD-009,8,1,147.69,98.87
ORD-00830,2024-04-05,CUST-047,PROD-017,3,3,1356.65,792.41
ORD-00831,2025-05-09,CUST-040,PROD-014,6,1,399.92,238.39
ORD-00832,2025-09-13,CUST-045,PROD-018,3,4,388.29,167.11
ORD-00833,2024-07-29,CUST-032,PROD-002,10,2,234.41,132.73
ORD-00834,2026-01-17,CUST-006,PROD-002,7,5,568.83,275.57
ORD-00835,2024-08-31,CUST-017,PROD-003,10,1,310.81,177.64
ORD-00836,2025-05-17,CUST-005,PROD-017,1,2,808.64,324.38
ORD-00837,2024-03-30,CUST-023,PROD-013,5,3,1358.46,798.13
ORD-00838,2025-05-06,CUST-013,PROD-015,10,2,501.53,231.75
ORD-00839,2025-10-15,CUST-025,PROD-014,9,3,1332.54,722.33
ORD-00840,2024-04-28,CUST-015,PROD-020,8,3,1360.68,736.51
ORD-00841,2025-11-07,CUST-034,PROD-008,4,3,593.8,334.45
ORD-00842,2024-07-08,CUST-009,PROD-009,2,3,472.77,241.5
ORD-00843,2025-04-01,CUST-025,PROD-004,2,1,285.17,153.85
ORD-00844,2024-08-19,CUST-049,PROD-011,9,3,261.86,116.62
ORD-00845,2025-12-14,CUST-034,PROD-012,5,1,50.86,25.59
ORD-00846,2025-07-08,CUST-024,PROD-019,5,4,1461.86,843.37
ORD-00847,2025-07-20,CUST-042,PROD-011,7,1,92.05,59.42
ORD-00848,2025-03-04,CUST-030,PROD-008,1,5,1118.12,761.34
ORD-00849,2025-08-09,CUST-017,PROD-007,8,2,718.27,304.32
ORD-00850,2026-01-01,CUST-018,PROD-017,1,1,444.06,297.58
ORD-00851,2025-08-08,CUST-035,PROD-001,1,5,103.45,70.84
ORD-00852,2025-04-04,CUST-012,PROD-020,10,2,935.3,421.02
ORD-00853,2024-08-04,CUST-033,PROD-020,2,2,794.06,418.48
ORD-00854,2025-11-30,CUST-001,PROD-003,3,4,1284.87,831.01
ORD-00855,2024-05-31,CUST-008,PROD-017,8,5,2111.88,1421.8
ORD-00856,2024-03-09,CUST-003,PROD-015,7,1,266.65,138.45
ORD-00857,2024-11-29,CUST-018,PROD-017,10,3,1336.85,902.57
ORD-00858,2024-01-13,CUST-035,PROD-020,9,5,2183.13,1385.21
ORD-00859,2024-04-25,CUST-004,PROD-009,10,4,544.23,310.2
ORD-00860,2025-08-19,CUST-019,PROD-003,4,1,370.61,210.8
ORD-00861,2024-04-13,CUST-022,PROD-015,6,3,878.39,583.29
ORD-00862,2025-02-24,CUST-032,PROD-012,8,3,162.46,88.65
ORD-00863,2025-09-15,CUST-043,PROD-007,7,4,1309.88,632.18
ORD-00864,2024-05-27,CUST-011,PROD-011,5,5,440.26,267.72
ORD-00865,2024-02-09,CUST-003,PROD-003,7,4,1472.78,735.58
ORD-00866,2024-08-31,CUST-027,PROD-016,9,1,294.29,199.01
ORD-00867,2025-01-16,CUST-050,PROD-018,2,1,100.84,64.35
ORD-00868,2024-11-14,CUST-023,PROD-013,4,3,1363.29,896.32
ORD-00869,2025-12-02,CUST-003,PROD-010,5,1,385.36,180.5
ORD-00870,2024-11-03,CUST-029,PROD-009,2,4,617.31,306.35
ORD-00871,2026-01-16,CUST-027,PROD-006,4,4,1245.57,531.59
ORD-00872,2025-03-28,CUST-002,PROD-019,8,2,723.28,377.66
ORD-00873,2025-05-11,CUST-014,PROD-007,6,5,1936.75,1251.73
ORD-00874,2025-06-11,CUST-044,PROD-008,9,2,393.67,241.27
ORD-00875,2025-02-17,CUST-039,PROD-016,3,2,592.47,330.18
ORD-00876,2025-08-05,CUST-034,PROD-002,6,1,111.58,73.93
ORD-00877,2024-07-24,CUST-030,PROD-008,9,1,204.76,109.94
ORD-00878,2025-01-04,CUST-048,PROD-010,6,2,672.35,435.05
ORD-00879,2025-06-01,CUST-004,PROD-003,2,4,1403.32,613.48
ORD-00880,2024-02-01,CUST-018,PROD-015,10,2,531.59,307.37
ORD-00881,2024-06-30,CUST-045,PROD-014,3,4,1650.14,833.2
ORD-00882,2024-06-16,CUST-004,PROD-007,2,3,1136.45,689.43
ORD-00883,2024-10-18,CUST-001,PROD-015,8,1,266.56,119.65
ORD-00884,2025-08-08,CUST-018,PROD-008,7,2,461.91,274.47
ORD-00885,2025-11-24,CUST-021,PROD-001,5,2,42.46,22.2
ORD-00886,2024-01-21,CUST-048,PROD-019,10,1,332.29,146.11
ORD-00887,2024-06-26,CUST-028,PROD-002,1,5,632.76,295.58
ORD-00888,2025-09-14,CUST-046,PROD-016,3,3,877.3,537.62
ORD-00889,2024-10-08,CUST-042,PROD-009,2,4,631.53,413.95
ORD-00890,2025-04-15,CUST-016,PROD-015,3,3,772.13,378.84
ORD-00891,2025-06-17,CUST-040,PROD-020,5,5,2101.42,905.07
ORD-00892,2025-06-07,CUST-022,PROD-010,6,3,1069.25,618.17
ORD-00893,2024-10-16,CUST-048,PROD-016,3,3,872.54,475.12
ORD-00894,2024-12-10,CUST-047,PROD-002,9,3,368.18,242.43
ORD-00895,2024-09-24,CUST-041,PROD-012,3,3,155.98,86.6
ORD-00896,2024-09-03,CUST-015,PROD-014,4,1,430.26,275.67
ORD-00897,2025-09-06,CUST-019,PROD-009,3,4,604.03,364.97
ORD-00898,2026-01-08,CUST-026,PROD-019,5,1,344.4,240.82
ORD-00899,2024-09-22,CUST-038,PROD-009,4,4,574.07,356.51
ORD-00900,2025-08-20,CUST-015,PROD-014,3,5,2155.59,1084.15
ORD-00901,2025-12-31,CUST-014,PROD-003,6,2,708.62,419.14
ORD-00902,2025-05-02,CUST-032,PROD-003,8,3,1026.24,670.78
ORD-00903,2025-11-04,CUST-044,PROD-017,1,5,2077.82,891.97
ORD-00904,2024-05-11,CUST-023,PROD-005,6,3,175.28,99.51
ORD-00905,2024-07-06,CUST-045,PROD-006,9,3,943.23,440.18
ORD-00906,2024-08-16,CUST-034,PROD-019,9,3,986.12,656.81
ORD-00907,2025-01-15,CUST-041,PROD-017,7,3,1354.4,730.2
ORD-00908,2024-04-30,CUST-022,PROD-001,2,4,81.09,47.87
ORD-00909,2025-08-17,CUST-031,PROD-003,1,5,1561.44,1041.21
ORD-00910,2025-05-27,CUST-012,PROD-009,8,1,157.06,80.81
ORD-00911,2024-11-01,CUST-029,PROD-005,5,4,203.69,133.68
ORD-00912,2024-05-20,CUST-048,PROD-018,3,2,201.88,140.54
ORD-00913,2025-04-13,CUST-005,PROD-016,8,2,540.4,332.18
ORD-00914,2024-03-23,CUST-010,PROD-015,7,4,1054.48,733.91
ORD-00915,2024-11-16,CUST-037,PROD-013,3,1,383.14,184.7
ORD-00916,2024-06-21,CUST-008,PROD-014,1,5,2134.7,1167.41
ORD-00917,2024-03-31,CUST-046,PROD-011,1,2,176.31,104.03
ORD-00918,2025-02-17,CUST-024,PROD-019,8,4,1460.42,752.11
ORD-00919,2024-02-08,CUST-024,PROD-017,7,5,2085.93,1067.85
ORD-00920,2024-01-15,CUST-022,PROD-001,2,3,70.21,39.27
ORD-00921,2024-01-19,CUST-013,PROD-001,8,1,22.82,10.83
ORD-00922,2025-12-11,CUST-020,PROD-016,3,3,809.88,348.91
ORD-00923,2025-05-30,CUST-027,PROD-012,7,5,266.5,111.82
ORD-00924,2024-02-16,CUST-006,PROD-003,5,3,1116.65,599.39
ORD-00925,2025-06-16,CUST-007,PROD-014,4,5,2037.23,1079.93
ORD-00926,2025-12-04,CUST-015,PROD-004,5,2,579.85,388.74
ORD-00927,2025-01-02,CUST-022,PROD-015,5,2,508.94,342.04
ORD-00928,2025-02-17,CUST-047,PROD-020,4,1,405.8,250.85
ORD-00929,2024-05-14,CUST-034,PROD-013,5,2,890.36,513.66
ORD-00930,2024-06-22,CUST-007,PROD-018,6,1,101.44,60.37
ORD-00931,2024-02-08,CUST-022,PROD-008,6,4,927.17,442.02
ORD-00932,2025-07-01,CUST-042,PROD-002,3,5,542.96,379.21
ORD-00933,2025-11-08,CUST-029,PROD-003,7,1,352.07,142.91
ORD-00934,2025-12-07,CUST-020,PROD-020,2,1,421.97,216.92
ORD-00935,2025-07-14,CUST-015,PROD-001,4,3,66.44,29.63
ORD-00936,2025-12-12,CUST-009,PROD-017,9,1,426.21,255.09
ORD-00937,2025-11-09,CUST-041,PROD-015,4,5,1301.01,756.78
ORD-00938,2024-05-20,CUST-050,PROD-020,7,4,1829.95,789.58
ORD-00939,2026-01-06,CUST-026,PROD-001,9,5,102.79,44.63
ORD-00940,2024-04-18,CUST-003,PROD-004,9,4,1125.19,517.5
ORD-00941,2024-09-26,CUST-021,PROD-018,9,5,570.41,289.41
ORD-00942,2025-02-23,CUST-037,PROD-016,9,3,784.34,442.71
ORD-00943,2024-07-31,CUST-029,PROD-020,4,4,1658.29,664.68
ORD-00944,2025-11-18,CUST-035,PROD-012,2,1,59.96,39.01
ORD-00945,2025-11-16,CUST-026,PROD-018,3,4,387.63,165.53
ORD-00946,2025-06-07,CUST-037,PROD-017,5,1,463.72,199.58
ORD-00947,2024-09-19,CUST-041,PROD-018,5,2,206.64,143.24
ORD-00948,2024-09-27,CUST-006,PROD-014,3,4,1476.01,950.48
ORD-00949,2024-02-10,CUST-009,PROD-019,5,3,974.05,587.38
ORD-00950,2025-03-12,CUST-007,PROD-020,6,1,394.35,247.44
ORD-00951,2024-02-16,CUST-049,PROD-010,10,1,376.88,225.75
ORD-00952,2024-06-23,CUST-021,PROD-019,6,3,973.51,517.24
ORD-00953,2025-09-28,CUST-030,PROD-012,4,3,178.94,76.57
ORD-00954,2024-12-16,CUST-013,PROD-020,2,2,791.94,411.87
ORD-00955,2025-04-12,CUST-041,PROD-016,8,3,898.0,545.06
ORD-00956,2025-05-04,CUST-015,PROD-020,7,4,1767.54,1129.59
ORD-00957,2024-04-25,CUST-016,PROD-011,3,2,179.12,74.8
ORD-00958,2024-06-12,CUST-048,PROD-019,10,1,328.41,189.57
ORD-00959,2025-08-05,CUST-012,PROD-014,3,4,1518.56,780.43
ORD-00960,2025-01-02,CUST-032,PROD-005,9,5,253.21,153.28
ORD-00961,2026-01-14,CUST-023,PROD-012,1,2,110.52,60.39
ORD-00962,2025-02-25,CUST-035,PROD-002,9,4,434.12,207.72
ORD-00963,2024-11-17,CUST-045,PROD-013,7,1,442.67,267.1
ORD-00964,2025-08-13,CUST-029,PROD-017,3,5,2096.84,1439.96
ORD-00965,2024-12-12,CUST-011,PROD-009,5,5,734.93,448.44
ORD-00966,2024-04-07,CUST-020,PROD-004,4,4,1236.09,586.62
ORD-00967,2024-12-20,CUST-040,PROD-008,9,4,801.65,519.41
ORD-00968,2025-09-19,CUST-030,PROD-012,10,1,50.03,34.04
ORD-00969,2025-06-01,CUST-020,PROD-002,4,4,511.08,337.73
ORD-00970,2024-03-17,CUST-016,PROD-001,4,4,85.85,42.86
ORD-00971,2024-10-11,CUST-027,PROD-009,7,1,146.51,82.8
ORD-00972,2025-01-22,CUST-008,PROD-007,1,4,1534.94,650.28
ORD-00973,2025-03-30,CUST-017,PROD-009,3,5,723.96,475.62
ORD-00974,2025-04-02,CUST-022,PROD-019,4,3,925.64,508.37
ORD-00975,2025-10-31,CUST-047,PROD-009,1,1,134.68,70.53
ORD-00976,2025-07-24,CUST-043,PROD-017,5,5,1997.49,853.46
ORD-00977,2025-09-10,CUST-038,PROD-017,5,5,2280.4,1521.1
ORD-00978,2025-07-29,CUST-044,PROD-012,5,2,114.33,61.38
ORD-00979,2024-12-15,CUST-002,PROD-018,10,3,333.0,214.78
ORD-00980,2025-04-10,CUST-023,PROD-013,7,3,1291.16,756.53
ORD-00981,2025-04-29,CUST-049,PROD-013,3,3,1330.9,577.89
ORD-00982,2025-11-05,CUST-027,PROD-020,4,2,772.78,391.45
ORD-00983,2025-10-10,CUST-030,PROD-013,7,3,1287.98,659.66
ORD-00984,2024-04-18,CUST-015,PROD-012,8,1,59.85,32.78
ORD-00985,2026-01-04,CUST-037,PROD-013,4,4,1567.36,914.17
ORD-00986,2024-07-11,CUST-003,PROD-001,7,1,24.18,12.52
ORD-00987,2025-04-13,CUST-010,PROD-015,10,2,569.15,246.06
ORD-00988,2025-02-28,CUST-011,PROD-016,5,1,304.43,198.26
ORD-00989,2025-08-25,CUST-029,PROD-019,7,1,352.2,188.48
ORD-00990,2025-11-05,CUST-045,PROD-005,7,5,305.06,134.35
ORD-00991,2025-05-25,CUST-022,PROD-003,1,1,343.65,142.47
ORD-00992,2025-03-19,CUST-018,PROD-004,2,5,1491.59,824.1
ORD-00993,2024-06-30,CUST-013,PROD-019,10,5,1561.09,1006.24
ORD-00994,2024-04-16,CUST-023,PROD-014,5,4,1673.06,973.47
ORD-00995,2024-11-25,CUST-013,PROD-013,2,5,2288.54,1202.86
ORD-00996,2025-09-15,CUST-041,PROD-004,3,2,571.57,393.86
ORD-00997,2024-10-28,CUST-036,PROD-013,7,4,1804.78,796.73
ORD-00998,2025-09-08,CUST-001,PROD-002,1,5,572.85,349.7
ORD-00999,2024-11-17,CUST-040,PROD-014,7,5,2081.21,957.91
ORD-01000,2025-10-01,CUST-017,PROD-012,10,3,172.56,116.71
